Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
2019	7.5	8.291562	20.0	0.0	967.75	2.7214124	0.0	2.7214124	2.7214124	8080000	0.061979555	7.024699	0.0	-2.9809494	2.8824563	1.2115495	0.8635	0.0	22029.39283800125
2020	14.0	8.0	20.0	0.0	591.4	0.97323984	1.1920929e-07	0.9732397	0.9732397	8084000	0.10736249	8.476706	0.0	-0.43150628	2.882204	0.736079	0.519	0.0	22040.117424964905
2021	17.5	8.291562	30.0	10.0	873.0	1.6372741	2.3841858e-07	1.6372744	1.6372744	8088000	0.08342573	11.425977	0.0	-0.37928843	2.8823023	0.87113684	0.61975	0.0	22050.64036989212
2022	12.0	7.483315	20.0	0.0	787.2	2.2589548	2.3841858e-07	2.2589545	2.2589545	8092000	0.09079969	6.3286033	0.0	-0.6975053	2.8823533	0.87941927	0.625	0.0	22061.352346897125
2023	5.0	5.0	10.0	0.0	963.25	1.41749	0.0	1.41749	1.41749	8096000	0.08838569	3.0023298	0.0	-0.61990404	2.882516	1.2522744	0.8865	0.0	22071.85568189621
2024	22.0	13.2664995	40.0	0.0	593.0	0.625198	0.0	0.625198	0.625198	8100000	0.03249641	14.925925	0.0	-2.836776	2.8823147	0.883425	0.62224996	0.0	22082.367149829865
2025	15.0	11.18034	30.0	0.0	801.5	2.3266025	2.3841858e-07	2.3266027	2.3266027	8104000	0.05162727	8.408221	0.0	-0.6351215	2.8823357	0.99943745	0.70925	0.0	22092.569072961807
2026	14.0	10.198039	30.0	0.0	724.4	1.5227357	2.3841858e-07	1.522736	1.522736	8108000	0.099726535	8.905347	0.0	-0.056976646	2.882391	0.8630175	0.61399996	0.0	22103.22582578659
2027	12.5	4.3301272	20.0	10.0	647.75	1.7626413	0.0	1.7626413	1.7626413	8112000	0.09331095	10.033095	0.0	-0.049208283	2.8821878	0.7089863	0.4995	0.0	22114.04001069069
2028	24.0	14.96663	40.0	0.0	645.4	1.9849758	0.0	1.9849758	1.9849758	8116000	0.042677876	17.173088	0.0	-0.5995185	2.8822694	0.7542278	0.536	0.0	22124.671272039413
2029	15.0	11.18034	30.0	0.0	972.75	2.7594106	2.3841858e-07	2.7594109	2.7594109	8120000	0.053933844	9.029079	0.0	-1.0284072	2.8822765	1.0135571	0.71625	0.0	22135.166209697723
2030	22.0	9.797959	40.0	10.0	599.4	1.745506	1.1920929e-07	1.7455059	1.7455059	8124000	0.087580286	18.169811	0.0	-1.0892947	2.8821442	0.56675845	0.40275002	0.0	22146.302265882492
2031	17.5	8.291562	30.0	10.0	601.5	2.7891142	2.3841858e-07	2.789114	2.789114	8128000	0.11691214	8.478903	0.0	-1.3437557	2.882108	0.48672944	0.34424996	0.0	22157.158737897873
2032	20.0	0.0	20.0	20.0	628.75	1.6287535	3.5762787e-07	1.6287532	1.6287532	8132000	0.094773024	10.116608	0.0	-0.8449062	2.882186	0.5379319	0.38275	0.0	22167.659324884415
2033	15.0	11.18034	30.0	0.0	845.75	2.5481143	2.3841858e-07	2.548114	2.548114	8136000	0.07609565	11.166311	0.0	-0.52301925	2.882341	0.9706952	0.68725	0.0	22178.496288776398
2034	17.5	17.85357	40.0	0.0	959.0	1.8262007	0.0	1.8262007	1.8262007	8140000	0.025032796	14.861568	0.0	-0.0190804	2.8823676	1.0452061	0.74450004	0.0	22190.153651952744
2035	15.0	11.18034	30.0	0.0	747.25	1.9634589	3.5762787e-07	1.9634585	1.9634585	8144000	0.07903621	8.180885	0.0	-0.029459119	2.882301	0.89742273	0.63825	0.0	22201.671925783157
2036	25.0	11.18034	40.0	10.0	543.25	1.793377	3.5762787e-07	1.7933774	1.7933774	8148000	0.061210603	27.590946	0.0	-6.1614895	2.882051	0.5026056	0.35525	0.0	22212.364119768143
2037	20.0	10.0	30.0	10.0	944.25	4.296738	9.536743e-07	4.296739	4.296739	8152000	0.058056474	13.6332445	0.0	-3.5737362	2.8823676	1.073199	0.758	0.0	22223.09895992279
2038	16.0	4.8989797	20.0	10.0	728.8	2.3808668	4.7683716e-07	2.3808663	2.3808663	8156000	0.10751851	7.358263	0.0	-0.088835	2.8823843	0.82024884	0.57949996	0.0	22234.09776687622
2039	20.0	7.071068	30.0	10.0	661.0	2.078917	2.3841858e-07	2.0789173	2.0789173	8160000	0.10636817	9.619768	0.0	-0.0027688742	2.8820758	0.5683404	0.40350002	0.0	22244.86216568947
2040	5.0	8.6602545	20.0	0.0	929.75	2.1319575	2.3841858e-07	2.1319573	2.1319573	8164000	0.04607573	7.4918637	0.0	-1.1159018	2.8824916	1.1810985	0.83775	0.0	22255.411061048508
2041	17.5	8.291562	30.0	10.0	612.5	1.0664951	1.1920929e-07	1.0664952	1.0664952	8168000	0.10100134	16.555897	0.0	-4.4703884	2.8820963	0.54215395	0.3855	0.0	22267.07857108116
2042	17.5	10.897247	30.0	0.0	824.75	3.2108767	0.0	3.2108767	3.2108767	8172000	0.052564524	11.928469	0.0	-2.2073421	2.8824506	0.9897499	0.7055	0.0	22277.72391104698
2043	27.5	14.790199	50.0	10.0	728.75	1.7026614	1.1920929e-07	1.7026613	1.7026613	8176000	0.04345933	19.492855	0.0	-2.3153505	2.8821964	0.78773606	0.5565	0.0	22288.27650785446
2044	16.0	12.0	40.0	10.0	697.6	3.248093	4.7683716e-07	3.2480934	3.2480934	8180000	0.09212687	14.772982	0.0	-1.0497243	2.8821802	0.74757963	0.5315	0.0	22300.150723934174
2045	30.0	6.3245554	40.0	20.0	524.4	2.2076097	2.3841858e-07	2.20761	2.20761	8184000	0.05714137	17.344185	0.0	-1.7796258	2.8822696	0.6975668	0.49449998	0.0	22311.571965932846
2046	16.0	10.198039	30.0	0.0	557.4	3.5625074	2.3841858e-07	3.5625072	3.5625072	8188000	0.091960125	13.546913	0.0	-1.3129683	2.8822465	0.72598994	0.51575	0.0	22322.172315835953
2047	25.0	18.027756	50.0	0.0	735.75	2.3988013	2.3841858e-07	2.398801	2.398801	8192000	0.014492065	18.019873	0.0	-0.024541616	2.8824036	1.064501	0.75224996	0.0	22332.846711874008
2048	15.0	16.583124	40.0	0.0	912.25	2.2397554	4.7683716e-07	2.239755	2.239755	8196000	0.041012924	12.592235	0.0	-0.17088223	2.8823905	1.0498886	0.74399996	0.0	22343.54152584076
2049	30.0	15.811388	50.0	10.0	747.0	1.8210181	3.5762787e-07	1.8210177	1.8210177	8200000	0.055437237	19.385065	0.0	-2.5449998	2.8820994	0.58004487	0.41275	0.0	22355.009341955185
2050	17.5	4.3301272	20.0	10.0	558.0	3.4391298	2.3841858e-07	3.43913	3.43913	8204000	0.10578318	10.808061	0.0	-1.3525065	2.8822281	0.69484234	0.493	0.0	22365.795457839966
2051	24.0	10.198039	40.0	10.0	495.8	2.259558	0.0	2.259558	2.259558	8208000	0.0728894	15.966505	0.0	-0.36019158	2.8821137	0.5675794	0.399	0.0	22376.57004094124
2052	17.5	12.990381	30.0	0.0	596.75	2.8674283	4.7683716e-07	2.8674288	2.8674288	8212000	0.04930851	23.18089	0.0	-1.5276861	2.882141	0.57968426	0.412	0.0	22387.23700785637
2053	16.0	10.198039	30.0	0.0	588.2	4.119922	4.7683716e-07	4.1199217	4.1199217	8216000	0.08279242	14.497153	0.0	-3.6279325	2.8820777	0.56564814	0.40275002	0.0	22397.950331926346
2054	4.0	4.8989797	10.0	0.0	790.8	2.1860085	0.0	2.1860085	2.1860085	8220000	0.10023771	5.4093075	0.0	-2.6367822	2.8825312	1.1545496	0.82275	0.0	22408.586462020874
2055	10.0	10.0	20.0	0.0	808.0	0.53641415	0.0	0.53641415	0.53641415	8224000	0.083157286	6.2457757	0.0	-0.22312605	2.8821862	0.8528727	0.599	0.0	22419.039541721344
2056	10.0	10.0	20.0	0.0	797.75	1.016097	0.0	1.016097	1.016097	8228000	0.046183556	5.4480095	0.0	-0.002957642	2.882398	1.1172396	0.79025	0.0	22429.398938894272
2057	12.0	7.483315	20.0	0.0	796.2	0.9609558	1.7881393e-07	0.960956	0.960956	8232000	0.08377072	6.659832	0.0	-0.19882214	2.8824255	1.07602	0.76250005	0.0	22439.93085384369
2058	12.5	8.291562	20.0	0.0	886.25	1.4124475	1.1920929e-07	1.4124476	1.4124476	8236000	0.08573438	6.5954976	0.0	-0.0009443462	2.8823009	0.96988785	0.685	0.0	22450.396963834763
2059	7.5	12.990381	30.0	0.0	873.5	1.3815131	3.5762787e-07	1.3815128	1.3815128	8240000	0.012618728	10.696288	0.0	-0.025747448	2.8825374	1.1392604	0.81200004	0.0	22461.11056804657
2060	12.5	8.291562	20.0	0.0	689.5	1.2200336	0.0	1.2200336	1.2200336	8244000	0.10884779	8.6614895	0.0	-0.7849517	2.8823915	0.83918005	0.5945	0.0	22471.698900938034
2061	10.0	10.0	20.0	0.0	907.0	2.110352	4.7683716e-07	2.1103525	2.1103525	8248000	0.046987563	6.3369493	0.0	-0.93285656	2.8823802	1.1360812	0.80175	0.0	22482.04510498047
2062	15.0	16.583124	40.0	0.0	730.75	1.1406267	2.3841858e-07	1.1406264	1.1406264	8252000	0.031737015	25.734566	0.0	-1.2468265	2.8822827	0.8734181	0.621	0.0	22492.95558476448
2063	14.0	4.8989797	20.0	10.0	588.2	2.2621493	0.0	2.2621493	2.2621493	8256000	0.10336276	7.552291	0.0	-1.1046234	2.8823204	0.75219464	0.53525	0.0	22503.564554691315
2064	20.0	7.071068	30.0	10.0	850.25	1.2066193	0.0	1.2066193	1.2066193	8260000	0.07029989	9.963348	0.0	-1.2875235	2.8823032	0.75152665	0.534	0.0	22514.637207746506
2065	10.0	7.071068	20.0	0.0	910.75	2.3467925	0.0	2.3467925	2.3467925	8264000	0.0877316	5.754075	0.0	-1.2794057	2.8823805	0.98709536	0.701	0.0	22525.333694934845
2066	20.0	8.944272	30.0	10.0	546.6	1.2097105	0.0	1.2097105	1.2097105	8268000	0.07573615	11.455007	0.0	-0.40956318	2.882296	0.8023263	0.57175	0.0	22536.033264875412
2067	27.5	12.990381	50.0	20.0	681.0	1.8514596	1.1920929e-07	1.8514597	1.8514597	8272000	0.05599594	18.942486	0.0	-1.5887406	2.882027	0.59060514	0.41899997	0.0	22546.71693968773
2068	20.0	0.0	20.0	20.0	678.5	3.118004	0.0	3.118004	3.118004	8276000	0.08077616	12.072895	0.0	-0.002178669	2.8823028	0.73259556	0.51699996	0.0	22557.274421691895
2069	5.0	8.6602545	20.0	0.0	1000.0	3.0715785	2.3841858e-07	3.0715787	3.0715787	8280000	0.030481663	8.467118	0.0	-5.1411667	2.882586	1.3244591	0.94449997	0.0	22567.914749860764
2070	27.5	12.990381	50.0	20.0	731.0	0.7772176	5.9604645e-08	0.77721757	0.77721757	8284000	0.038226422	20.737518	0.0	-2.6295161	2.8823185	0.8413967	0.5995	0.0	22579.076674938202
2071	22.0	4.0	30.0	20.0	521.8	2.421627	0.0	2.421627	2.421627	8288000	0.07544008	14.373574	0.0	-0.05316019	2.8822021	0.64125127	0.45425	0.0	22590.645056009293
2072	7.5	8.291562	20.0	0.0	772.0	2.1883776	2.3841858e-07	2.1883779	2.1883779	8292000	0.049773645	8.324339	0.0	-0.9597809	2.882396	1.0359911	0.73300004	0.0	22601.2267370224
2073	20.0	12.909945	40.0	0.0	574.8333	1.197061	0.0	1.197061	1.197061	8296000	0.06199054	14.789217	0.0	-2.1075883	2.882141	0.6350801	0.45100003	0.0	22612.812928676605
2074	10.0	7.071068	20.0	0.0	760.0	2.6677032	4.7683716e-07	2.6677036	2.6677036	8300000	0.08926977	8.159075	0.0	-1.2912027	2.8823643	0.9897112	0.6955	0.0	22623.419098854065
2075	17.5	12.990381	30.0	0.0	862.5	1.5166624	2.3841858e-07	1.5166621	1.5166621	8304000	0.06220009	8.685562	0.0	-0.16107094	2.8824298	0.95823497	0.68225	0.0	22634.03880572319
2076	17.5	14.790199	40.0	0.0	806.75	1.9222436	3.5762787e-07	1.922244	1.922244	8308000	0.037405863	8.870694	0.0	-0.042126715	2.8823948	1.041709	0.74125004	0.0	22644.71861577034
2077	18.0	4.0	20.0	10.0	593.6	1.7154466	3.5762787e-07	1.715447	1.715447	8312000	0.09645035	10.006149	0.0	-0.044894814	2.882216	0.77138007	0.54925	0.0	22655.53044486046
2078	15.0	11.18034	30.0	0.0	725.25	1.9281973	2.3841858e-07	1.928197	1.928197	8316000	0.09926085	13.257043	0.0	-0.002185762	2.882271	0.7947587	0.565	0.0	22666.342248916626
2079	17.5	12.990381	30.0	0.0	888.75	1.9750098	0.0	1.9750098	1.9750098	8320000	0.046053708	13.018354	0.0	-0.023156941	2.882304	0.946926	0.67025	0.0	22677.169496774673
2080	20.0	0.0	20.0	20.0	731.8	2.126618	4.7683716e-07	2.1266184	2.1266184	8324000	0.083829686	8.156807	0.0	-0.026872635	2.8821378	0.6097021	0.43449998	0.0	22688.2184278965
2081	12.5	10.897247	30.0	0.0	803.0	2.2893298	2.3841858e-07	2.28933	2.28933	8328000	0.09554733	9.856993	0.0	-0.0911448	2.8822792	0.87652045	0.61875	0.0	22698.731240987778
2082	27.5	4.3301272	30.0	20.0	588.5	1.9906421	2.3841858e-07	1.9906418	1.9906418	8332000	0.06310612	17.69011	0.0	-2.2006505	2.8822396	0.6880871	0.48775	0.0	22709.292804956436
2083	7.5	8.291562	20.0	0.0	775.25	3.4652522	0.0	3.4652522	3.4652522	8336000	0.06951263	10.275874	0.0	-6.668388	2.8824077	1.0947486	0.778	0.0	22719.936181783676
2084	20.0	7.071068	30.0	10.0	815.0	0.85347277	0.0	0.85347277	0.85347277	8340000	0.07670886	12.202987	0.0	-2.611751	2.8823385	0.8098645	0.575	0.0	22730.65386199951
2085	27.5	8.291562	40.0	20.0	730.25	2.4921088	2.3841858e-07	2.492109	2.492109	8344000	0.052448384	14.729477	0.0	-0.04861319	2.882299	0.80152166	0.57125	0.0	22741.28469491005
2086	10.0	10.0	20.0	0.0	838.25	2.7155902	2.3841858e-07	2.71559	2.71559	8348000	0.057185393	7.5426106	0.0	-1.1793965	2.882348	1.0104597	0.714	0.0	22752.061461687088
2087	12.5	12.990381	30.0	0.0	913.5	1.6165045	1.1920929e-07	1.6165044	1.6165044	8352000	0.044026885	8.113451	0.0	-0.0039029121	2.8824074	1.1187704	0.7925	0.0	22762.974098920822
2088	7.5	8.291562	20.0	0.0	932.0	1.5532334	2.3841858e-07	1.5532331	1.5532331	8356000	0.05851068	4.608238	0.0	-0.43042433	2.882537	1.2853069	0.91174996	0.0	22773.687864780426
2089	37.5	17.85357	60.0	20.0	680.75	0.89253706	1.7881393e-07	0.8925369	0.8925369	8360000	0.015442427	43.8168	0.0	-6.653475	2.8822513	0.7814989	0.55325	0.0	22784.509387731552
2090	12.5	16.393597	40.0	0.0	854.75	3.5113516	4.7683716e-07	3.511351	3.511351	8364000	0.037093848	12.091776	0.0	-3.9571028	2.8824162	1.0886724	0.76825	0.0	22795.4351041317
2091	25.0	5.0	30.0	20.0	740.5	1.4915103	0.0	1.4915103	1.4915103	8368000	0.08504529	13.014254	0.0	-2.2049298	2.882039	0.58662564	0.41675	0.0	22806.37696290016
2092	13.333333	7.45356	20.0	0.0	611.5	2.9989088	7.1525574e-07	2.998908	2.998908	8372000	0.0860178	9.735271	0.0	-2.9139993	2.8822289	0.70395344	0.50049996	0.0	22816.955843925476
2093	12.5	8.291562	20.0	0.0	833.75	1.2676523	1.1920929e-07	1.2676522	1.2676522	8376000	0.08324473	6.036894	0.0	-0.004632622	2.8822594	0.9384496	0.66550004	0.0	22827.472113847733
2094	10.0	12.649111	30.0	0.0	782.2	1.3367827	2.3841858e-07	1.3367829	1.3367829	8380000	0.0066256	4.3731475	0.0	-0.23958777	2.8824043	1.0949788	0.78	0.0	22838.262573957443
2095	20.0	12.649111	40.0	0.0	662.4	0.83948493	5.9604645e-08	0.8394849	0.8394849	8384000	0.059016023	14.763363	0.0	-2.2393477	2.882353	0.8668568	0.61725	0.0	22849.00228190422
2096	14.0	10.198039	30.0	0.0	569.6	2.3594859	2.3841858e-07	2.359486	2.359486	8388000	0.090092644	9.147462	0.0	-0.24178326	2.8822975	0.783938	0.55775	0.0	22859.66731286049
2097	20.0	7.071068	30.0	10.0	901.0	1.8599604	1.1920929e-07	1.8599606	1.8599606	8392000	0.068877265	9.899189	0.0	-0.05512011	2.8823013	0.8969902	0.63600004	0.0	22870.327857017517
2098	22.5	8.291562	30.0	10.0	717.25	2.098297	0.0	2.098297	2.098297	8396000	0.08627959	12.833244	0.0	-0.068502426	2.8821776	0.7109547	0.505	0.0	22881.030117988586
2099	15.0	7.637626	20.0	0.0	628.3333	2.3636477	2.3841858e-07	2.363648	2.363648	8400000	0.08291235	9.668686	0.0	-0.52422774	2.8822546	0.7371734	0.52	0.0	22891.998881816864
2100	20.0	14.142136	40.0	0.0	666.4	1.6307807	2.3841858e-07	1.6307805	1.6307805	8404000	0.05573804	16.021175	0.0	-0.6927492	2.8821974	0.76767784	0.54174995	0.0	22903.695594072342
2101	16.0	10.198039	30.0	0.0	704.2	2.4720767	0.0	2.4720767	2.4720767	8408000	0.06330356	11.634457	0.0	-0.32295197	2.882259	0.7878832	0.55925	0.0	22915.287849903107
2102	12.0	11.661903	30.0	0.0	790.4	1.89904	0.0	1.89904	1.89904	8412000	0.052080236	9.175498	0.0	-0.40558004	2.8824382	1.0743868	0.76575	0.0	22926.234150886536
2103	20.0	12.909945	40.0	0.0	641.5	1.2580359	1.1920929e-07	1.258036	1.258036	8416000	0.06807726	18.303484	0.0	-1.6974149	2.882173	0.7405233	0.52275	0.0	22936.84052991867
2104	12.5	12.990381	30.0	0.0	792.5	2.5707412	4.7683716e-07	2.5707417	2.5707417	8420000	0.038418904	10.260423	0.0	-0.7754326	2.8824086	1.0376409	0.73725	0.0	22947.325000047684
2105	10.0	8.944272	20.0	0.0	688.0	1.6846274	3.5762787e-07	1.684627	1.684627	8424000	0.0727444	5.795883	0.0	-0.4237743	2.882341	0.9580691	0.68149996	0.0	22958.0171790123
2106	10.0	7.071068	20.0	0.0	683.0	1.0306216	2.3841858e-07	1.0306219	1.0306219	8428000	0.099187985	9.271246	0.0	-0.41685045	2.8822293	0.763844	0.54225	0.0	22968.65084195137
2107	15.0	11.18034	30.0	0.0	910.75	1.6772783	2.3841858e-07	1.677278	1.677278	8432000	0.05101115	8.183642	0.0	-0.0080862045	2.8823686	1.0524921	0.74975	0.0	22979.52701973915
2108	12.5	8.291562	20.0	0.0	770.25	1.5876924	2.3841858e-07	1.5876926	1.5876926	8436000	0.07205588	7.2479153	0.0	-0.015783966	2.8822887	0.9455589	0.668	0.0	22990.141535043716
2109	20.0	15.811388	40.0	0.0	783.75	1.4628186	1.1920929e-07	1.4628187	1.4628187	8440000	0.043603513	27.548092	0.0	-1.8690333	2.8822744	0.908424	0.643	0.0	23000.99897670746
2110	15.0	11.18034	30.0	0.0	888.25	2.8260655	4.7683716e-07	2.826066	2.826066	8444000	0.074384645	7.8981733	0.0	-1.0872855	2.882323	0.93993706	0.6665	0.0	23011.75188589096
2111	15.0	11.18034	30.0	0.0	908.75	1.7859988	4.7683716e-07	1.7859983	1.7859983	8448000	0.054203402	12.391323	0.0	-0.0022477508	2.882267	0.9228041	0.6555	0.0	23022.543662786484
2112	7.5	8.291562	20.0	0.0	864.25	1.8329301	1.1920929e-07	1.8329302	1.8329302	8452000	0.050376996	4.037148	0.0	-1.2313647	2.8825035	1.2028999	0.85775	0.0	23033.126334905624
2113	22.0	7.483315	30.0	10.0	634.0	0.7289602	5.9604645e-08	0.7289603	0.7289603	8456000	0.07017128	17.330444	0.0	-3.4216664	2.8821511	0.63183546	0.45025003	0.0	23043.604925870895
2114	12.5	8.291562	20.0	0.0	907.5	2.5854235	2.3841858e-07	2.5854237	2.5854237	8460000	0.0852163	8.1103	0.0	-1.1712183	2.8823056	0.98934543	0.70350003	0.0	23054.28408098221
2115	16.0	10.198039	30.0	0.0	637.0	1.4988706	2.3841858e-07	1.4988704	1.4988704	8464000	0.04932821	12.947527	0.0	-0.703563	2.8821564	0.69183457	0.48775	0.0	23064.994144678116
2116	10.0	10.0	20.0	0.0	742.25	2.339943	0.0	2.339943	2.339943	8468000	0.052818835	7.442527	0.0	-1.7904181	2.8824291	1.1521246	0.81425	0.0	23075.713285923004
2117	12.5	8.291562	20.0	0.0	622.25	0.9951432	1.1920929e-07	0.9951433	0.9951433	8472000	0.06301207	4.5845985	0.0	-0.036898658	2.8823392	0.9352897	0.6615	0.0	23086.39928507805
2118	17.5	14.790199	40.0	0.0	812.25	0.80240446	5.9604645e-08	0.8024045	0.8024045	8476000	0.060389634	11.704676	0.0	-1.3795884	2.8822536	0.88584113	0.62224996	0.0	23096.975646972656
2119	10.0	7.071068	20.0	0.0	773.5	1.9799495	2.3841858e-07	1.9799492	1.9799492	8480000	0.060854837	12.554908	0.0	-0.0006611943	2.8823614	0.9211999	0.65575	0.0	23109.792979002
2120	20.0	10.954452	30.0	0.0	741.4	1.9545172	1.1920929e-07	1.9545171	1.9545171	8484000	0.066855125	11.19149	0.0	-0.17145026	2.8822963	0.8499472	0.6055	0.0	23120.638618946075
2121	16.666666	7.45356	30.0	10.0	481.16666	2.3666632	0.0	2.3666632	2.3666632	8488000	0.10936811	11.637675	0.0	-0.00013899803	2.8821077	0.51478326	0.36475	0.0	23131.47384786606
2122	20.0	12.247449	30.0	0.0	903.75	2.3550687	2.3841858e-07	2.355069	2.355069	8492000	0.05882366	15.140181	0.0	-0.04241538	2.8824108	1.0001957	0.71225	0.0	23142.11204791069
2123	10.0	8.944272	20.0	0.0	697.8	2.5586622	7.1525574e-07	2.5586615	2.5586615	8496000	0.09968351	7.3174686	0.0	-1.5829465	2.8822908	0.84931594	0.59525	0.0	23152.89447784424
2124	10.0	10.0	20.0	0.0	848.5	1.3119595	1.1920929e-07	1.3119594	1.3119594	8500000	0.036561675	5.500658	0.0	-0.13175845	2.8824952	1.2641459	0.89125	0.0	23163.81132388115
2125	20.0	7.071068	30.0	10.0	576.5	0.9530594	1.1920929e-07	0.9530595	0.9530595	8504000	0.063939	15.000573	0.0	-1.8851445	2.8822641	0.81241524	0.57925	0.0	23174.422956705093
2126	17.5	12.990381	30.0	0.0	878.5	2.3149858	0.0	2.3149858	2.3149858	8508000	0.06272001	11.518976	0.0	-0.004127264	2.8821025	0.7387906	0.52400005	0.0	23185.123830795288
2127	22.0	7.483315	30.0	10.0	623.8	2.3786278	0.0	2.3786278	2.3786278	8512000	0.07748422	14.342549	0.0	5.9604645e-07	2.8821208	0.61413497	0.43624997	0.0	23195.646666049957
2128	24.0	14.96663	50.0	10.0	586.2	2.377771	2.3841858e-07	2.3777711	2.3777711	8516000	0.06950188	19.73946	0.0	-1.0566603	2.88223	0.62486494	0.44474998	0.0	23206.32558989525
2129	15.0	8.6602545	20.0	0.0	890.25	3.3924649	0.0	3.3924649	3.3924649	8520000	0.057600267	8.905894	0.0	-2.6679974	2.8824577	1.0261939	0.72924995	0.0	23217.072074890137
2130	25.0	5.0	30.0	20.0	822.0	1.7702198	0.0	1.7702198	1.7702198	8524000	0.06369436	10.933258	0.0	-1.1523834	2.8821812	0.68234	0.48600003	0.0	23227.58155298233
2131	27.5	4.3301272	30.0	20.0	745.25	2.8374286	4.7683716e-07	2.837428	2.837428	8528000	0.06541255	12.533836	0.0	-0.005536318	2.8821976	0.6989527	0.496	0.0	23238.033143758774
2132	16.0	4.8989797	20.0	10.0	556.2	2.9112852	2.3841858e-07	2.911285	2.911285	8532000	0.079493545	8.313795	0.0	-2.2778988	2.8821893	0.67895335	0.48399997	0.0	23248.907958745956
2133	24.0	20.59126	60.0	0.0	619.8	1.4081877	1.1920929e-07	1.4081876	1.4081876	8536000	0.060695015	19.379515	0.0	-2.1845841	2.8822875	0.80199265	0.57075	0.0	23259.571051836014
2134	12.5	12.990381	30.0	0.0	886.25	2.8868487	2.3841858e-07	2.886849	2.886849	8540000	0.04469023	7.7401295	0.0	-1.8531091	2.8823605	1.0269957	0.73125005	0.0	23270.636925935745
2135	12.0	11.661903	30.0	0.0	694.4	1.5210254	1.1920929e-07	1.5210255	1.5210255	8544000	0.04589972	6.4195213	0.0	-0.17430925	2.88237	0.94531316	0.6735	0.0	23281.305372953415
2136	14.0	4.8989797	20.0	10.0	657.4	1.1029644	0.0	1.1029644	1.1029644	8548000	0.11141815	10.114528	0.0	-0.63741386	2.8822746	0.8080458	0.57375	0.0	23291.92785692215
2137	15.0	11.18034	30.0	0.0	797.5	1.9003587	3.5762787e-07	1.900359	1.900359	8552000	0.08664756	6.778993	0.0	-0.007959664	2.8822064	0.83292437	0.59325004	0.0	23303.13888478279
2138	15.0	8.6602545	20.0	0.0	630.75	1.811739	2.3841858e-07	1.8117392	1.8117392	8556000	0.04920558	5.7556095	0.0	-0.1773113	2.8824	1.0552032	0.74549997	0.0	23314.205203056335
2139	25.0	16.583124	40.0	0.0	659.0	1.3940641	1.1920929e-07	1.3940642	1.3940642	8560000	0.045257717	20.81652	0.0	-1.6925055	2.8822846	0.7488946	0.532	0.0	23324.727767944336
2140	17.5	10.897247	30.0	0.0	646.0	2.688041	2.3841858e-07	2.6880407	2.6880407	8564000	0.042742774	8.367193	0.0	-1.1406306	2.8824058	1.018743	0.72225	0.0	23335.4686088562
2141	20.0	10.954452	40.0	10.0	636.2	1.6250361	0.0	1.6250361	1.6250361	8568000	0.07671307	16.79081	0.0	-0.41951525	2.8822367	0.7351266	0.52274996	0.0	23345.990489959717
2142	16.0	8.0	30.0	10.0	577.2	2.2683527	2.3841858e-07	2.268353	2.268353	8572000	0.07814355	21.405287	0.0	-0.33586884	2.882075	0.5125406	0.36175	0.0	23356.632707834244
2143	10.0	7.071068	20.0	0.0	737.25	2.8428798	2.3841858e-07	2.84288	2.84288	8576000	0.088699915	8.39726	0.0	-3.3220143	2.882285	0.9367428	0.66475	0.0	23367.305528879166
2144	15.0	5.0	20.0	10.0	801.0	1.0202124	2.3841858e-07	1.0202127	1.0202127	8580000	0.10653216	7.312477	0.0	-0.31259233	2.882186	0.77036095	0.5475	0.0	23378.086009979248
2145	15.0	20.615528	50.0	0.0	817.75	1.5777459	2.3841858e-07	1.5777462	1.5777462	8584000	0.039135247	14.735733	0.0	-0.031039834	2.882465	1.089405	0.77425003	0.0	23388.692997932434
2146	25.0	8.6602545	30.0	10.0	785.25	1.7529702	1.1920929e-07	1.7529703	1.7529703	8588000	0.07091438	15.290892	0.0	-1.3684983	2.8821824	0.8164401	0.57725	0.0	23399.19558572769
2147	16.666666	15.986107	50.0	0.0	565.5	2.9175632	2.3841858e-07	2.917563	2.917563	8592000	0.06202003	19.09304	0.0	-0.66489375	2.8822644	0.7509508	0.5345	0.0	23409.704859018326
2148	22.0	7.483315	30.0	10.0	573.0	2.106878	4.7683716e-07	2.1068776	2.1068776	8596000	0.08818582	14.400991	0.0	-0.05624795	2.8821497	0.5559325	0.39600003	0.0	23420.748741865158
2149	15.0	15.0	40.0	0.0	1000.0	2.3418384	2.3841858e-07	2.3418381	2.3418381	8600000	0.033170994	14.823631	0.0	-0.37255597	2.882463	1.2385902	0.87525	0.0	23431.397521018982
2150	12.5	8.291562	20.0	0.0	866.0	1.7380815	3.5762787e-07	1.7380818	1.7380818	8604000	0.09384391	7.1740465	0.0	-0.110315114	2.8823009	0.8977442	0.63575	0.0	23442.15457391739
2151	22.857143	8.806306	40.0	10.0	456.85715	1.4102609	2.3841858e-07	1.4102607	1.4102607	8608000	0.06396402	19.044748	0.0	-1.9932946	2.8821218	0.4777025	0.33850002	0.0	23452.728150844574
