Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
3006	25.0	18.027756	50.0	0.0	848.25	2.0835035	2.3841858e-07	2.0835032	2.0835032	12028000	0.029222067	16.48796	0.0	-0.17188245	2.8822112	0.86940396	0.61975	0.0	32583.29349207878
3007	7.5	12.990381	30.0	0.0	970.5	2.493417	0.0	2.493417	2.493417	12032000	0.015285116	8.245886	0.0	-2.3156376	2.8824866	1.23783	0.879	0.0	32593.90375304222
3008	22.5	17.85357	50.0	0.0	834.75	0.98097044	1.1920929e-07	0.98097056	0.98097056	12036000	0.03679755	21.947283	0.0	-1.903968	2.8823378	0.98385394	0.696	0.0	32604.529841899872
3009	20.0	15.811388	40.0	0.0	779.25	2.3575158	2.3841858e-07	2.357516	2.357516	12040000	0.070761286	12.158757	0.0	-0.02051723	2.8822784	0.88113195	0.62275	0.0	32615.15457010269
3010	10.0	8.944272	20.0	0.0	678.2	2.5001714	0.0	2.5001714	2.5001714	12044000	0.08448218	7.350467	0.0	-1.3373929	2.8824	1.0211024	0.724	0.0	32625.879539966583
3011	12.5	4.3301272	20.0	10.0	772.75	1.3488324	1.1920929e-07	1.3488325	1.3488325	12048000	0.10740344	5.5038853	0.0	-0.02271831	2.8823304	0.87891364	0.62624997	0.0	32636.66758084297
3012	12.0	7.483315	20.0	0.0	771.6	1.1991293	1.1920929e-07	1.1991295	1.1991295	12052000	0.09492523	7.3410997	0.0	-0.008854479	2.8824403	0.9872762	0.703	0.0	32647.37605381012
3013	15.0	16.583124	40.0	0.0	778.75	1.2921678	1.1920929e-07	1.2921677	1.2921677	12056000	0.018416993	12.116342	0.0	-0.25180328	2.8823483	0.9536834	0.679	0.0	32658.089349985123
3014	12.5	8.291562	20.0	0.0	763.25	1.7874717	1.1920929e-07	1.7874715	1.7874715	12060000	0.08917745	8.045094	0.0	-0.050771475	2.8822474	0.76433086	0.54275	0.0	32668.726368904114
3015	16.666666	9.428091	30.0	0.0	552.8333	1.5654376	1.1920929e-07	1.5654377	1.5654377	12064000	0.06953065	14.655776	0.0	-0.67480886	2.8821127	0.5691223	0.40025	0.0	32679.326108932495
3016	12.5	8.291562	20.0	0.0	710.0	2.3748271	0.0	2.3748271	2.3748271	12068000	0.10146396	7.0837975	0.0	-0.5085263	2.8822637	0.8662157	0.60975003	0.0	32689.74138879776
3017	21.666666	12.133516	40.0	0.0	629.3333	1.6723999	2.3841858e-07	1.6724001	1.6724001	12072000	0.05474884	16.67816	0.0	-0.9957094	2.8822198	0.69008297	0.48975003	0.0	32700.33810901642
3018	17.5	12.990381	30.0	0.0	747.0	2.655622	2.3841858e-07	2.6556222	2.6556222	12076000	0.05229046	12.470716	0.0	-0.324212	2.8823688	0.9739193	0.69200003	0.0	32710.713580846786
3019	15.0	11.18034	30.0	0.0	752.0	2.094834	0.0	2.094834	2.094834	12080000	0.0913238	7.4489822	0.0	-0.09455258	2.8823671	0.86209047	0.60775	0.0	32721.694509744644
3020	20.0	6.3245554	30.0	10.0	626.8	1.7919638	3.5762787e-07	1.7919642	1.7919642	12084000	0.09988555	10.845374	0.0	-0.11257267	2.8820138	0.5145298	0.36149997	0.0	32732.276695728302
3021	20.0	14.142136	40.0	0.0	704.75	2.122751	0.0	2.122751	2.122751	12088000	0.07238567	9.917074	0.0	-0.05839777	2.8822222	0.77796346	0.553	0.0	32742.992516994476
3022	10.0	7.071068	20.0	0.0	727.5	2.361538	4.7683716e-07	2.3615375	2.3615375	12092000	0.0926714	14.426276	0.0	-0.1571455	2.8821979	0.8003195	0.569	0.0	32753.83841276169
3023	15.0	15.0	40.0	0.0	895.75	1.9689641	3.5762787e-07	1.9689645	1.9689645	12096000	0.059808105	8.753779	0.0	-0.1434685	2.8824053	1.0046766	0.70825005	0.0	32764.4109249115
3024	12.5	8.291562	20.0	0.0	758.5	1.5926383	2.3841858e-07	1.5926385	1.5926385	12100000	0.06489725	5.645479	0.0	-0.08958465	2.8825042	1.1532083	0.82025	0.0	32775.140323877335
3025	14.0	14.96663	40.0	0.0	659.6	1.2941321	2.3841858e-07	1.2941319	1.2941319	12104000	0.049889114	7.9489236	0.0	-0.0021833777	2.8823562	0.9637531	0.6825	0.0	32785.79385304451
3026	22.0	7.483315	30.0	10.0	595.2	1.3408833	2.3841858e-07	1.3408835	1.3408835	12108000	0.0829304	16.171333	0.0	-1.7892265	2.8822331	0.7544605	0.53575	0.0	32796.52684688568
3027	16.0	10.198039	30.0	0.0	631.4	2.667773	2.3841858e-07	2.6677728	2.6677728	12112000	0.08736248	9.0592	0.0	-0.31286228	2.882279	0.79396677	0.56350005	0.0	32807.22530269623
3028	16.666666	9.428091	30.0	0.0	572.1667	2.1127264	2.3841858e-07	2.1127267	2.1127267	12116000	0.0884564	13.6161585	0.0	-0.013936102	2.8822556	0.7042218	0.5	0.0	32817.912388801575
3029	15.0	16.583124	40.0	0.0	971.0	2.2303007	2.3841858e-07	2.230301	2.230301	12120000	0.025124721	9.057043	0.0	-0.2916044	2.8823512	1.0640049	0.752	0.0	32828.38299703598
3030	20.0	12.247449	30.0	0.0	721.0	1.6907843	1.1920929e-07	1.6907842	1.6907842	12124000	0.05444083	12.836412	0.0	-0.33471137	2.8821912	0.7306141	0.52075	0.0	32839.104536771774
3031	17.5	10.897247	30.0	0.0	901.75	2.2696116	2.3841858e-07	2.2696118	2.2696118	12128000	0.06407835	9.693677	0.0	-0.030513525	2.8823218	0.98438215	0.69850004	0.0	32849.65588378906
3032	17.5	4.3301272	20.0	10.0	856.0	2.094174	4.7683716e-07	2.0941744	2.0941744	12132000	0.09399165	8.523308	0.0	-0.01284039	2.8821762	0.71526814	0.50525	0.0	32860.06608891487
3033	16.0	10.198039	30.0	0.0	579.8	2.208511	2.3841858e-07	2.2085114	2.2085114	12136000	0.07271669	7.7989845	0.0	-0.18195051	2.8822598	0.77849513	0.54975	0.0	32870.677788972855
3034	12.5	4.3301272	20.0	10.0	628.25	1.7771013	1.1920929e-07	1.7771012	1.7771012	12140000	0.13491027	7.118106	0.0	-0.10486102	2.882276	0.77004206	0.54575	0.0	32881.26380300522
3035	17.5	8.291562	30.0	10.0	523.25	1.4488868	2.3841858e-07	1.4488865	1.4488865	12144000	0.082169965	12.502335	0.0	-0.01324445	2.8823724	0.9272968	0.657	0.0	32891.91179609299
3036	17.5	10.897247	30.0	0.0	759.0	1.5657095	0.0	1.5657095	1.5657095	12148000	0.06250211	8.134615	0.0	-0.09434521	2.882243	0.9451137	0.66550004	0.0	32902.37928891182
3037	7.5	8.291562	20.0	0.0	923.0	1.8775121	3.5762787e-07	1.8775125	1.8775125	12152000	0.06741263	4.3309803	0.0	-0.99572694	2.8823843	1.0371952	0.73675	0.0	32913.218376874924
3038	10.0	8.944272	20.0	0.0	751.4	0.8659594	5.9604645e-08	0.86595947	0.86595947	12156000	0.05754884	4.615854	0.0	-0.0029596984	2.8823273	0.9803532	0.69325	0.0	32923.96709108353
3039	10.0	7.071068	20.0	0.0	795.75	0.9211778	1.7881393e-07	0.9211776	0.9211776	12160000	0.09407373	5.76689	0.0	-0.010139883	2.8824193	1.0693846	0.75549996	0.0	32934.65387177467
3040	14.0	10.198039	30.0	0.0	672.0	1.0233792	2.3841858e-07	1.023379	1.023379	12164000	0.06876017	8.676719	0.0	-0.17982689	2.8823695	0.938991	0.66499996	0.0	32945.48494076729
3041	10.0	8.944272	20.0	0.0	685.2	1.4534523	1.1920929e-07	1.4534522	1.4534522	12168000	0.063332886	5.221231	0.0	-0.36249697	2.8823388	0.95571387	0.681	0.0	32955.86434388161
3042	15.0	8.6602545	20.0	0.0	910.25	0.84282374	5.9604645e-08	0.8428237	0.8428237	12172000	0.08802903	7.3158803	0.0	-0.77520216	2.8822227	0.87162787	0.61975	0.0	32966.32150673866
3043	17.5	10.897247	30.0	0.0	796.0	1.7365078	4.7683716e-07	1.7365083	1.7365083	12176000	0.06786091	8.909975	0.0	-0.08235532	2.882347	0.9344787	0.666	0.0	32976.844411849976
3044	18.0	11.661903	30.0	0.0	671.0	2.0278056	4.7683716e-07	2.027806	2.027806	12180000	0.062423438	13.401491	0.0	-0.48009634	2.882238	0.64409196	0.454	0.0	32987.64227104187
3045	7.5	12.990381	30.0	0.0	908.25	2.7311673	4.7683716e-07	2.7311678	2.7311678	12184000	0.012972303	9.490011	0.0	-3.0578017	2.8825371	1.2589619	0.8965	0.0	32998.44252085686
3046	22.0	11.661903	40.0	10.0	658.2	0.9881839	1.7881393e-07	0.98818374	0.98818374	12188000	0.08466956	17.341234	0.0	-2.183125	2.8820362	0.5180826	0.3685	0.0	33009.12748193741
3047	22.5	12.990381	40.0	10.0	801.0	2.4456506	2.3841858e-07	2.4456508	2.4456508	12192000	0.070572585	14.182435	0.0	-0.009843707	2.8822575	0.7591789	0.53475	0.0	33019.75814795494
3048	7.5	12.990381	30.0	0.0	945.75	2.3477657	0.0	2.3477657	2.3477657	12196000	0.03906553	9.358539	0.0	-1.397165	2.8825414	1.2694461	0.8995	0.0	33030.24757480621
3049	15.0	5.0	20.0	10.0	693.5	1.1824195	1.1920929e-07	1.1824197	1.1824197	12200000	0.090165794	7.963397	0.0	-0.6531762	2.8823783	0.9739903	0.6855	0.0	33041.0660507679
3050	8.0	7.483315	20.0	0.0	747.2	1.9789501	2.3841858e-07	1.9789499	1.9789499	12204000	0.07661402	6.9825354	0.0	-0.75681055	2.8824415	0.9451432	0.67275	0.0	33051.77479791641
3051	12.5	8.291562	20.0	0.0	854.0	1.1216819	1.1920929e-07	1.1216818	1.1216818	12208000	0.06822865	5.1615	0.0	-0.005741149	2.8823035	0.95288175	0.67775	0.0	33062.58046793938
3052	10.0	10.0	20.0	0.0	791.75	1.1964092	1.1920929e-07	1.1964091	1.1964091	12212000	0.06546248	6.1402063	0.0	-0.0003297329	2.8824172	1.162447	0.8165	0.0	33073.285250902176
3053	30.0	17.320509	40.0	0.0	629.75	1.2144123	0.0	1.2144123	1.2144123	12216000	0.014890796	30.659721	0.0	-3.9087605	2.8821821	0.78076994	0.55324996	0.0	33084.02732396126
3054	20.0	7.071068	30.0	10.0	681.75	3.164814	0.0	3.164814	3.164814	12220000	0.07457445	13.889755	0.0	-0.08246601	2.8821902	0.73793775	0.52199996	0.0	33094.70724797249
3055	12.5	4.3301272	20.0	10.0	783.25	2.8818777	4.7683716e-07	2.8818772	2.8818772	12224000	0.12016158	9.38799	0.0	-0.65267706	2.8821163	0.6287429	0.44775	0.0	33105.34407567978
3056	20.0	16.7332	50.0	0.0	666.8	2.0859795	4.7683716e-07	2.08598	2.08598	12228000	0.0482013	14.274593	0.0	-0.014428556	2.882275	0.84026456	0.59625	0.0	33115.78200888634
3057	5.0	5.0	10.0	0.0	1000.0	2.2042763	0.0	2.2042763	2.2042763	12232000	0.085852385	4.7556963	0.0	-2.209204	2.8825068	1.2635291	0.89575	0.0	33126.426830768585
3058	10.0	10.0	20.0	0.0	930.75	0.73798054	5.9604645e-08	0.7379805	0.7379805	12236000	0.059045136	8.413221	0.0	-0.37384325	2.8823276	1.0363741	0.732	0.0	33136.69856786728
3059	15.0	11.18034	30.0	0.0	927.5	1.3406562	0.0	1.3406562	1.3406562	12240000	0.05655208	8.3454895	0.0	-0.056004405	2.8822932	0.99423575	0.70624995	0.0	33147.300480127335
3060	18.333334	8.975274	30.0	10.0	553.8333	1.5737146	1.1920929e-07	1.5737145	1.5737145	12244000	0.09587887	13.434437	0.0	-0.2688223	2.882145	0.53634715	0.38125002	0.0	33157.980565071106
3061	20.0	10.0	30.0	10.0	775.75	2.084359	0.0	2.084359	2.084359	12248000	0.07588367	17.972559	0.0	-0.6478379	2.8822496	0.76300275	0.54175	0.0	33168.61938381195
3062	15.0	11.18034	30.0	0.0	738.75	2.8771644	2.3841858e-07	2.8771641	2.8771641	12252000	0.08307448	9.617588	0.0	-0.6484086	2.882222	0.76097506	0.53775	0.0	33179.40920305252
3063	22.0	16.0	50.0	0.0	633.8	2.084023	4.7683716e-07	2.0840235	2.0840235	12256000	0.07228255	20.955002	0.0	-0.5954971	2.8823113	0.7232513	0.51275	0.0	33189.958805799484
3064	17.5	10.897247	30.0	0.0	782.0	2.8441699	2.3841858e-07	2.84417	2.84417	12260000	0.065889075	9.792757	0.0	-0.56894433	2.8824375	0.947912	0.67475003	0.0	33200.448091983795
3065	14.0	8.0	20.0	0.0	640.4	2.101071	2.3841858e-07	2.1010711	2.1010711	12264000	0.09012815	7.114253	0.0	-0.14078563	2.882236	0.82297003	0.58075	0.0	33211.31141209602
3066	5.0	8.6602545	20.0	0.0	1000.0	1.730976	0.0	1.730976	1.730976	12268000	0.028930854	3.8812943	0.0	-1.1231847	2.8825052	1.2957213	0.9195	0.0	33222.03570795059
3067	20.0	10.0	30.0	10.0	781.75	0.6866048	1.1920929e-07	0.6866049	0.6866049	12272000	0.079916224	11.217243	0.0	-2.3976898	2.8823442	0.91324496	0.65	0.0	33232.75518298149
3068	18.0	11.661903	30.0	0.0	741.6	2.2136197	0.0	2.2136197	2.2136197	12276000	0.07022739	12.446576	0.0	-0.0052170157	2.882282	0.8931227	0.63525	0.0	33243.358256816864
3069	10.0	8.944272	20.0	0.0	788.4	2.1424756	2.3841858e-07	2.1424758	2.1424758	12280000	0.06764196	6.711135	0.0	-0.82990193	2.8824723	1.0512364	0.74825	0.0	33253.81176495552
3070	10.0	8.944272	20.0	0.0	680.2	1.2450606	0.0	1.2450606	1.2450606	12284000	0.058559448	4.350498	0.0	-0.12595564	2.8823457	0.99979496	0.701	0.0	33264.745934963226
3071	20.0	14.142136	40.0	0.0	573.0	0.89554954	1.7881393e-07	0.89554936	0.89554936	12288000	0.04300189	15.66986	0.0	-1.3324454	2.8823009	0.8634395	0.61275	0.0	33275.25439500809
3072	22.5	8.291562	30.0	10.0	944.0	2.0327208	2.3841858e-07	2.032721	2.032721	12292000	0.06583232	14.376625	0.0	-0.28848684	2.882286	0.9160397	0.65	0.0	33285.985303878784
3073	15.0	11.18034	30.0	0.0	827.75	2.5616736	2.3841858e-07	2.5616739	2.5616739	12296000	0.08068584	9.008674	0.0	-0.45824224	2.8823	0.90922284	0.64775	0.0	33296.417390823364
3074	24.0	10.198039	40.0	10.0	535.8	1.8949832	1.1920929e-07	1.894983	1.894983	12300000	0.06889716	16.540297	0.0	-0.9142853	2.8822408	0.53078413	0.37625	0.0	33306.990392923355
3075	20.0	6.3245554	30.0	10.0	663.8	2.8367004	0.0	2.8367004	2.8367004	12304000	0.088933185	8.961071	0.0	-0.13427496	2.882341	0.7751931	0.55074996	0.0	33317.721745967865
3076	25.0	5.0	30.0	20.0	576.0	2.4757295	2.3841858e-07	2.4757292	2.4757292	12308000	0.041591674	13.821886	0.0	-0.14071262	2.8823137	0.9384604	0.66775	0.0	33328.450274944305
3077	15.0	8.6602545	30.0	10.0	728.5	2.1057274	0.0	2.1057274	2.1057274	12312000	0.10651707	7.6907377	0.0	-0.0427351	2.8821058	0.63566643	0.4505	0.0	33339.13775396347
3078	10.0	10.0	20.0	0.0	731.5	1.9013078	1.1920929e-07	1.9013077	1.9013077	12316000	0.043638416	4.8421755	0.0	-0.8763113	2.882458	1.1522648	0.8155	0.0	33349.8857858181
3079	20.0	15.811388	40.0	0.0	624.75	0.97666734	5.9604645e-08	0.9766673	0.9766673	12320000	0.045658756	11.971147	0.0	-0.85562545	2.882338	0.9204633	0.655	0.0	33360.43698787689
3080	25.0	16.583124	50.0	10.0	718.0	1.8893151	3.5762787e-07	1.8893155	1.8893155	12324000	0.056549545	16.383545	0.0	-0.19547665	2.8822968	0.8864607	0.62925	0.0	33371.16244387627
3081	17.5	8.291562	30.0	10.0	659.5	2.3263545	4.7683716e-07	2.326354	2.326354	12328000	0.09580509	12.105369	0.0	-0.13128102	2.8822412	0.7198435	0.50575	0.0	33381.882512807846
3082	26.0	12.0	40.0	10.0	700.6	1.9674373	4.7683716e-07	1.9674368	1.9674368	12332000	0.08533621	19.984278	0.0	-1.8852768	2.8822403	0.71606344	0.50675	0.0	33392.4751367569
3083	7.5	4.3301272	10.0	0.0	833.75	3.321152	0.0	3.321152	3.321152	12336000	0.09452918	10.147368	0.0	-3.799193	2.882425	1.1197588	0.791	0.0	33403.10671496391
3084	25.0	22.912878	60.0	0.0	780.25	1.3925674	2.3841858e-07	1.3925676	1.3925676	12340000	0.039931383	24.357998	0.0	-1.8304665	2.8823428	0.99242806	0.7015	0.0	33413.84801578522
3085	12.0	11.661903	30.0	0.0	636.6	2.7361982	2.3841858e-07	2.736198	2.736198	12344000	0.06686357	9.273566	0.0	-1.8601234	2.8824494	1.0146766	0.72275	0.0	33424.51132392883
3086	22.0	4.0	30.0	20.0	596.0	1.3767904	2.3841858e-07	1.3767902	1.3767902	12348000	0.06538434	18.602036	0.0	-2.010658	2.8822715	0.6638839	0.471	0.0	33435.15544509888
3087	14.0	14.96663	40.0	0.0	794.2	2.795606	0.0	2.795606	2.795606	12352000	0.044492267	10.218209	0.0	-1.8171715	2.882379	1.0543952	0.74750006	0.0	33445.693643808365
3088	27.5	8.291562	40.0	20.0	652.25	1.443096	0.0	1.443096	1.443096	12356000	0.076522835	28.958511	0.0	-6.604407	2.88212	0.6173694	0.43925	0.0	33456.23745679855
3089	15.0	16.583124	40.0	0.0	756.75	4.050506	4.7683716e-07	4.0505056	4.0505056	12360000	0.06770575	16.711924	0.0	-3.944181	2.8824046	0.97505385	0.69425	0.0	33466.95768284798
3090	24.0	10.198039	40.0	10.0	523.0	2.0334299	0.0	2.0334299	2.0334299	12364000	0.08071968	14.978257	0.0	-0.37394845	2.8821523	0.64736164	0.46025	0.0	33477.56589984894
3091	16.0	8.0	20.0	0.0	560.2	2.654636	2.3841858e-07	2.6546361	2.6546361	12368000	0.06634773	10.84957	0.0	-0.37590766	2.8822043	0.67431337	0.47525	0.0	33488.30515098572
3092	35.0	15.0	50.0	10.0	748.25	2.0320914	2.3841858e-07	2.0320916	2.0320916	12372000	0.04888304	29.677368	0.0	-3.7912004	2.8822644	0.7496252	0.53375	0.0	33498.989209890366
3093	20.0	7.071068	30.0	10.0	926.25	4.009765	4.7683716e-07	4.0097647	4.0097647	12376000	0.081668705	11.1808	0.0	-2.2035785	2.882288	0.90755564	0.64625	0.0	33509.53484797478
3094	26.0	10.198039	40.0	10.0	644.6	2.5021417	0.0	2.5021417	2.5021417	12380000	0.06417369	16.537926	0.0	-0.40527248	2.8822572	0.7387935	0.52550006	0.0	33520.17246699333
3095	14.0	8.0	20.0	0.0	786.2	3.1489034	4.7683716e-07	3.1489038	3.1489038	12384000	0.07993654	10.695751	0.0	-1.8224528	2.8824008	0.98537123	0.7025	0.0	33530.8784198761
3096	18.0	7.483315	30.0	10.0	505.6	1.7775054	2.3841858e-07	1.7775052	1.7775052	12388000	0.11617419	16.223145	0.0	-1.1701328	2.8821933	0.6379446	0.454	0.0	33541.4103178978
3097	15.0	11.18034	30.0	0.0	762.0	2.876423	0.0	2.876423	2.876423	12392000	0.03802253	32.449642	0.0	-0.106161356	2.8822367	0.82743466	0.582	0.0	33551.98703479767
3098	12.5	12.990381	30.0	0.0	800.5	3.2073555	0.0	3.2073555	3.2073555	12396000	0.043135613	10.764552	0.0	-2.5047884	2.8822649	0.9382273	0.66425	0.0	33562.629371881485
3099	22.0	11.661903	30.0	0.0	637.8	1.5997709	1.1920929e-07	1.5997708	1.5997708	12400000	0.06438495	14.402149	0.0	-0.5125271	2.882248	0.7101516	0.50375	0.0	33573.21244287491
3100	7.5	8.291562	20.0	0.0	948.75	2.3267055	2.3841858e-07	2.3267057	2.3267057	12404000	0.0844018	7.0542755	0.0	-1.4345223	2.8824558	1.1502607	0.82025003	0.0	33583.66988301277
3101	14.0	8.0	20.0	0.0	711.4	1.1105918	0.0	1.1105918	1.1105918	12408000	0.0760072	7.7706585	0.0	-0.1405406	2.8822162	0.8285202	0.58775	0.0	33594.49303293228
3102	18.0	9.797959	30.0	0.0	618.4	1.4907316	2.3841858e-07	1.4907314	1.4907314	12412000	0.074773446	10.230416	0.0	-0.2765933	2.8823028	0.84613913	0.60175	0.0	33605.23352980614
3103	22.5	8.291562	30.0	10.0	764.5	2.0233402	2.3841858e-07	2.0233405	2.0233405	12416000	0.05697507	15.4622135	0.0	-0.63623095	2.8822613	0.83273435	0.5895	0.0	33615.80034804344
3104	17.5	10.897247	30.0	0.0	690.75	2.830021	2.3841858e-07	2.8300211	2.8300211	12420000	0.08235	11.287565	0.0	-0.58151126	2.882172	0.6854464	0.48825002	0.0	33626.449754953384
3105	20.0	6.3245554	30.0	10.0	653.6	2.0603085	4.7683716e-07	2.060308	2.060308	12424000	0.084947124	12.932681	0.0	-0.002192974	2.8822043	0.7129093	0.50825	0.0	33637.118924856186
3106	12.5	16.393597	40.0	0.0	887.75	2.1072564	2.3841858e-07	2.1072567	2.1072567	12428000	0.056345437	7.8918686	0.0	-0.26299393	2.8823724	1.0008862	0.70774996	0.0	33647.824878931046
3107	25.0	26.925823	70.0	0.0	826.0	1.5928396	2.3841858e-07	1.5928394	1.5928394	12432000	0.041356754	32.51723	0.0	-1.2716107	2.8822103	0.77637804	0.548	0.0	33658.53416991234
3108	18.0	9.797959	30.0	10.0	581.6	2.7243495	0.0	2.7243495	2.7243495	12436000	0.10083244	12.172319	0.0	-0.7005147	2.882191	0.6909699	0.4925	0.0	33669.225707769394
3109	12.0	11.661903	30.0	0.0	681.4	1.8858161	3.5762787e-07	1.8858157	1.8858157	12440000	0.04521672	6.060425	0.0	-0.5986749	2.8823225	0.9517553	0.67775	0.0	33679.90275192261
3110	17.5	10.897247	30.0	0.0	660.0	1.1115264	1.1920929e-07	1.1115263	1.1115263	12444000	0.046886653	9.359078	0.0	-0.30186686	2.8823862	1.0154297	0.71875	0.0	33690.41951584816
3111	7.5	8.291562	20.0	0.0	723.75	1.6594677	0.0	1.6594677	1.6594677	12448000	0.0764542	6.8502917	0.0	-0.45746797	2.8823693	1.0190706	0.71875	0.0	33701.106999874115
3112	7.5	12.990381	30.0	0.0	882.75	0.98631495	1.1920929e-07	0.9863151	0.9863151	12452000	0.032379553	8.028701	0.0	-0.05819626	2.882538	1.2847338	0.91075003	0.0	33711.72039294243
3113	20.0	18.708286	50.0	0.0	971.0	0.74694026	1.1920929e-07	0.74694014	0.74694014	12456000	0.031735033	16.480507	0.0	-1.6605008	2.8824303	0.9899734	0.7055	0.0	33722.336216926575
3114	17.5	4.3301272	20.0	10.0	871.25	2.0285113	0.0	2.0285113	2.0285113	12460000	0.08043555	9.245795	0.0	-0.023882866	2.8822956	0.92990726	0.6575	0.0	33733.06847500801
3115	18.0	7.483315	30.0	10.0	588.6	1.8754731	1.1920929e-07	1.8754733	1.8754733	12464000	0.12428041	10.798565	0.0	-0.15219569	2.882001	0.43362337	0.30425	0.0	33743.776577711105
3116	14.0	4.8989797	20.0	10.0	586.4	2.2611544	2.3841858e-07	2.2611542	2.2611542	12468000	0.09383268	12.719593	0.0	-0.00026524067	2.8821678	0.5768467	0.411	0.0	33754.2571709156
3117	12.5	8.291562	20.0	0.0	752.0	2.245088	2.3841858e-07	2.2450879	2.2450879	12472000	0.07764452	7.77777	0.0	-0.11014676	2.8822532	0.74858445	0.5335	0.0	33764.91786980629
3118	25.0	11.18034	40.0	10.0	525.75	1.9181556	1.1920929e-07	1.9181554	1.9181554	12476000	0.036790766	36.440163	0.0	-3.1072674	2.882072	0.598685	0.42499998	0.0	33775.481013059616
3119	20.0	12.247449	30.0	0.0	851.75	3.665211	2.3841858e-07	3.6652112	3.6652112	12480000	0.05684093	15.938833	0.0	-1.3085089	2.882414	1.0484474	0.73825	0.0	33786.226758003235
3120	25.0	5.0	30.0	20.0	756.75	2.5295405	4.7683716e-07	2.52954	2.52954	12484000	0.059860043	11.2064495	0.0	-0.17571032	2.8822606	0.8165976	0.57774997	0.0	33796.94493985176
3121	15.0	8.6602545	20.0	0.0	925.5	2.9445558	4.7683716e-07	2.9445553	2.9445553	12488000	0.056301482	9.547482	0.0	-1.3511517	2.8824286	1.0868185	0.77475	0.0	33807.60415792465
3122	10.0	10.0	20.0	0.0	922.25	1.7916093	2.3841858e-07	1.7916095	1.7916095	12492000	0.044848204	4.9111323	0.0	-0.42499405	2.8825207	1.1630216	0.82625	0.0	33818.33349895477
3123	15.0	8.6602545	20.0	0.0	792.25	1.1458975	0.0	1.1458975	1.1458975	12496000	0.06808687	9.1483555	0.0	-0.6195377	2.882365	0.89605844	0.63199997	0.0	33828.801578998566
3124	20.0	14.142136	40.0	0.0	771.5	1.9246029	2.3841858e-07	1.9246031	1.9246031	12500000	0.059681386	12.572447	0.0	-0.37674963	2.8822768	0.8617325	0.61300004	0.0	33839.300751924515
3125	7.5	8.291562	20.0	0.0	892.0	2.530996	2.3841858e-07	2.5309958	2.5309958	12504000	0.081651315	6.213305	0.0	-1.8579249	2.8824315	1.163361	0.826	0.0	33849.845507860184
3126	12.5	12.990381	30.0	0.0	887.75	1.1800188	0.0	1.1800188	1.1800188	12508000	0.052526604	7.397248	0.0	-0.105724394	2.8824158	1.1045321	0.78625	0.0	33860.26884484291
3127	15.0	25.980762	60.0	0.0	897.75	1.5013949	2.3841858e-07	1.5013951	1.5013951	12512000	-0.015292577	18.271406	0.0	-0.011727303	2.8825345	1.2797563	0.90999997	0.0	33870.924506902695
3128	15.0	11.18034	30.0	0.0	851.75	1.6082214	3.5762787e-07	1.6082218	1.6082218	12516000	0.07046406	8.504851	0.0	-0.04775828	2.8824139	1.0315616	0.73325	0.0	33881.702250003815
3129	12.5	8.291562	20.0	0.0	814.5	1.823488	1.1920929e-07	1.8234879	1.8234879	12520000	0.06749289	15.564364	0.0	-0.4292925	2.8821964	0.7926056	0.56425	0.0	33892.233769893646
3130	22.5	14.790199	40.0	0.0	694.25	2.4687626	2.3841858e-07	2.4687629	2.4687629	12524000	0.060030244	12.654423	0.0	-0.11933982	2.8822699	0.79387236	0.56	0.0	33902.89209604263
3131	17.5	12.990381	30.0	0.0	806.5	2.809054	2.3841858e-07	2.8090541	2.8090541	12528000	0.0552412	10.748323	0.0	-1.0755868	2.8822603	0.9553528	0.67275	0.0	33913.29830408096
3132	18.0	21.354156	60.0	0.0	642.4	1.7876011	5.9604645e-07	1.7876005	1.7876005	12532000	0.054462526	31.632078	0.0	-0.16408521	2.88235	0.83022594	0.59000003	0.0	33924.03119683266
3133	22.5	21.650635	60.0	10.0	570.25	2.1866539	0.0	2.1866539	2.1866539	12536000	0.057944424	32.192776	0.0	-0.2572689	2.882114	0.6019483	0.4285	0.0	33934.77681994438
3134	27.5	4.3301272	30.0	20.0	822.0	2.686853	4.7683716e-07	2.6868534	2.6868534	12540000	0.064343706	13.098664	0.0	-0.17279363	2.882288	0.8106126	0.5765	0.0	33945.475711107254
3135	12.0	7.483315	20.0	0.0	781.8	3.097497	2.3841858e-07	3.0974972	3.0974972	12544000	0.08187466	8.591507	0.0	-2.6794426	2.8823152	0.96057034	0.685	0.0	33956.213067770004
3136	15.0	9.574271	30.0	0.0	601.8333	1.4846396	1.1920929e-07	1.4846395	1.4846395	12548000	0.10023635	10.642146	0.0	-0.16915888	2.8822434	0.7345435	0.52125	0.0	33966.9702539444
3137	25.0	22.912878	60.0	0.0	883.25	1.889668	4.7683716e-07	1.8896685	1.8896685	12552000	0.026295483	22.007801	0.0	-0.577162	2.882348	1.0165572	0.71975005	0.0	33977.763447761536
3138	12.5	8.291562	20.0	0.0	802.75	2.6378827	2.3841858e-07	2.637883	2.637883	12556000	0.06646237	10.252425	0.0	-0.44157028	2.882242	0.8657009	0.61175	0.0	33988.36654281616
